Date,Description,Amount,Currency,Converted_INR,Category
2024-03-05,CAB PAYMENT,75,INR,75,Transport
2025-02-19,GOLD'S GYM PAYMENT,8418,JPY,4629.9,Health
2024-05-31,RENT PAYMENT,43,EUR,3835.6,Utilities
2024-04-29,PUMA STORE,54,GBP,5675.4,Shopping
2024-12-09,APPLE MUSIC PAYMENT,4183,INR,4183,Entertainment
2024-11-29,ONEPLUS PAYMENT,1125,INR,1125,Shopping
2024-01-14,MEDICINE PAYMENT,103,EUR,9187.6,Health
2025-01-15,HOUSE RENT PAYMENT,34,USD,2839.0,Utilities
2024-07-31,JEANS PAYMENT,91,GBP,9564.1,Shopping
2025-05-15,LAB TEST PAYMENT,60,USD,5010.0,Health
2024-06-18,TATA SKY PAYMENT,7,EUR,624.4,Utilities
2024-06-13,BROADBAND PAYMENT,136,GBP,14293.6,Utilities
2024-05-24,FUEL STORE,145,USD,12107.5,Transport
2024-03-04,POS / CAB,8986,JPY,4942.3,Transport
2025-01-27,GIFT PAYMENT,22,EUR,1962.4,General
2024-08-04,UPI-PETROL-7689,3298,INR,3298,Transport
2024-03-18,BAKERY PAYMENT,8834,JPY,4858.7,Food
2025-01-31,AIR INDIA STORE,19,USD,1586.5,Transport
2024-10-14,HOTSTAR PAYMENT,4298,JPY,2363.9,Entertainment
2025-02-09,WWW.MOVIE.COM,8988,JPY,4943.4,Entertainment
2024-11-23,WIFI PAYMENT,102,USD,8517.0,Utilities
2025-07-15,AIR INDIA PAYMENT,4692,JPY,2580.6,Transport
2025-04-25,LAB TEST PAYMENT,4711,INR,4711,Health
2025-09-24,DTH PAYMENT,4642,JPY,2553.1,Utilities
2025-02-26,RAPIDO PAYMENT,6251,JPY,3438.05,Transport
2024-09-28,JEANS PAYMENT,11,GBP,1156.1,Shopping
2025-04-05,TATA SKY PAYMENT,7,EUR,624.4,Utilities
2024-02-04,APPLE MUSIC PAYMENT,87,GBP,9143.7,Entertainment
2025-11-15,GOLD'S GYM PAYMENT,32,USD,2672.0,Health
2024-10-10,EMIRATES PAYMENT,8,GBP,840.8,Transport
2025-02-20,STEAM PAYMENT,52,EUR,4638.4,Entertainment
2024-10-15,WWW.MEDICINE.COM,18,USD,1503.0,Health
2025-12-02,CLINIC PAYMENT,3832,INR,3832,Health
2025-03-09,NIKE PAYMENT,5747,JPY,3160.85,Shopping
2024-04-28,WWW.CINEMA.COM,7883,JPY,4335.65,Entertainment
2024-05-06,RENT STORE,120,EUR,10704.0,Utilities
2025-03-18,RAPIDO PAYMENT,4303,INR,4303,Transport
2024-05-28,NETFLIX PAYMENT,104,USD,8684.0,Entertainment
2025-08-11,UPI-LPG-4936,8400,JPY,4620.0,Utilities
2024-02-18,IKEA PAYMENT,102,USD,8517.0,Shopping
2024-12-18,TRANSFER PAYMENT,9117,JPY,5014.35,General
2024-05-09,ACT FIBERNET PAYMENT,78,GBP,8197.8,Utilities
2025-11-19,FLIGHT PAYMENT,1105,JPY,607.75,Transport
2025-09-04,SPA PAYMENT,3848,INR,3848,General
2024-12-06,HOSPITAL PAYMENT,52,EUR,4638.4,Health
2024-06-30,DENTIST PAYMENT,58,USD,4843.0,Health
2024-09-02,EVENT PAYMENT,41,GBP,4309.1,Entertainment
2024-04-07,TEA PAYMENT,34,GBP,3573.4,Food
2025-11-05,REEBOK PAYMENT,88,EUR,7849.6,Shopping
2024-07-13,UPI-SEND MONEY-7424,94,USD,7849.0,General
2025-01-19,RENT PAYMENT,13,GBP,1366.3,Utilities
2025-06-28,1MG PAYMENT,136,GBP,14293.6,Health
2024-10-02,NETFLIX PAYMENT,137,USD,11439.5,Entertainment
2025-10-15,BUS TICKET PAYMENT,107,GBP,11245.7,Transport
2025-07-30,XEROX PAYMENT,73,USD,6095.5,General
2024-03-12,EVENT PAYMENT,38,EUR,3389.6,Entertainment
2024-07-16,POS / JIO FIBER,76,GBP,7987.6,Utilities
2024-01-09,TOLL PAYMENT,105,GBP,11035.5,Transport
2024-07-24,CAB PAYMENT,3939,JPY,2166.45,Transport
2024-05-12,SWIGGY PAYMENT,140,USD,11690.0,Food
2025-07-13,HAIRCUT PAYMENT,145,USD,12107.5,General
2024-06-06,POWER BILL PAYMENT,44,EUR,3924.8,Utilities
2025-09-17,THEATRE PAYMENT,72,USD,6012.0,Entertainment
2024-08-29,BISTRO PAYMENT,2740,JPY,1507.0,Food
2025-07-09,AIR INDIA PAYMENT,2636,INR,2636,Transport
2024-11-02,CHARITY PAYMENT,9,GBP,945.9,General
2024-01-14,UNIQLO PAYMENT,77,EUR,6868.4,Shopping
2024-03-27,UNIQLO PAYMENT,784,JPY,431.2,Shopping
2024-10-13,BP PUMP PAYMENT,144,GBP,15134.4,Transport
2024-03-08,GOLD'S GYM PAYMENT,104,EUR,9276.8,Health
2025-01-14,ONEPLUS PAYMENT,88,EUR,7849.6,Shopping
2024-03-06,WIFI PAYMENT,2795,INR,2795,Utilities
2024-07-23,CRICKET PAYMENT,2524,INR,2524,Entertainment
2025-12-01,UPI-RAILWAY-4903,4158,INR,4158,Transport
2024-03-11,METRO CARD PAYMENT,122,GBP,12822.2,Transport
2024-08-31,RAPIDO STORE,91,GBP,9564.1,Transport
2024-01-17,SUBWAY PAYMENT,147,EUR,13112.4,Food
2025-02-14,NIKE STORE,1221,JPY,671.55,Shopping
2024-09-03,COFFEE PAYMENT,41,USD,3423.5,Food
2024-02-18,PRINT PAYMENT,6931,JPY,3812.05,General
2025-10-24,POS / DTH,9594,JPY,5276.7,Utilities
2025-09-16,ZOMATO PAYMENT,71,USD,5928.5,Food
2025-07-10,ATM WITHDRAWAL PAYMENT,2403,JPY,1321.65,General
2024-12-27,UPI-EVENT-5428,2336,INR,2336,Entertainment
2024-09-24,PVR PAYMENT,124,GBP,13032.4,Entertainment
2024-03-10,UPI PAYMENT,110,USD,9185.0,General
2025-10-15,APPLE MUSIC PAYMENT,21,USD,1753.5,Entertainment
2024-09-19,HAIRCUT PAYMENT,655,INR,655,General
2025-09-02,1MG PAYMENT,8856,JPY,4870.8,Health
2025-03-29,RESTAURANT PAYMENT,3265,INR,3265,Food
2024-02-01,XBOX PAYMENT,47,GBP,4939.7,Entertainment
2025-03-04,MALL PAYMENT,18,EUR,1605.6,Shopping
2024-06-07,RESTAURANT PAYMENT,60,USD,5010.0,Food
2025-02-24,MYNTRA PAYMENT,136,USD,11356.0,Shopping
2024-08-13,ADIDAS PAYMENT,130,GBP,13663.0,Shopping
2025-03-29,LYFT PAYMENT,463,INR,463,Transport
2025-05-31,HAIRCUT PAYMENT,505,INR,505,General
2024-04-27,MEDICINE PAYMENT,1864,JPY,1025.2,Health
2024-10-18,IKEA PAYMENT,5513,JPY,3032.15,Shopping
2025-01-06,CONCERT PAYMENT,7209,JPY,3964.95,Entertainment
2025-05-11,APOLLO PHARMACY PAYMENT,119,EUR,10614.8,Health
2024-06-14,UPI-SALON-8697,81,GBP,8513.1,General
2024-05-10,FUEL PAYMENT,95,USD,7932.5,Transport
2024-11-12,UPI-LYFT-7354,48,USD,4008.0,Transport
2025-03-24,TACO BELL PAYMENT,1527,INR,1527,Food
2025-11-24,ELECTRICITY BILL PAYMENT,31,GBP,3258.1,Utilities
2025-07-24,APPLE STORE PAYMENT,4194,JPY,2306.7,Shopping
2025-01-03,XBOX PAYMENT,118,USD,9853.0,Entertainment
2025-08-30,MOBILE RECHARGE PAYMENT,113,EUR,10079.6,Utilities
2024-08-20,GAS CYLINDER PAYMENT,4014,JPY,2207.7,Utilities
2025-05-09,1MG STORE,107,EUR,9544.4,Health
2024-08-12,GAME PAYMENT,130,USD,10855.0,Entertainment
2025-07-01,ATM WITHDRAWAL PAYMENT,8,EUR,713.6,General
2025-09-26,XBOX PAYMENT,120,GBP,12612.0,Entertainment
2025-08-25,NETFLIX STORE,572,INR,572,Entertainment
2024-04-28,AMAZON PAYMENT,16,GBP,1681.6,Shopping
2025-04-22,DENTIST PAYMENT,50,EUR,4460.0,Health
2024-08-04,FUEL PAYMENT,3823,INR,3823,Transport
2025-09-14,BROADBAND PAYMENT,67,EUR,5976.4,Utilities
2024-01-18,HAIRCUT PAYMENT,7879,JPY,4333.45,General
2025-07-20,DIESEL PAYMENT,88,GBP,9248.8,Transport
2024-03-21,WWW.AMAZON.COM,4684,INR,4684,Shopping
2024-06-06,UPI-CLOTHES-7244,9182,JPY,5050.1,Shopping
2024-01-28,1MG PAYMENT,49,USD,4091.5,Health
2025-09-14,SHELL STATION PAYMENT,110,GBP,11561.0,Transport
2025-03-28,UPI-THEATRE-1763,117,USD,9769.5,Entertainment
2024-07-07,CASH PAYMENT,2484,INR,2484,General
2024-11-25,HOSPITAL PAYMENT,46,EUR,4103.2,Health
2025-05-27,CHAI PAYMENT,46,USD,3841.0,Food
2025-08-22,ONEPLUS PAYMENT,2850,JPY,1567.5,Shopping
2024-09-02,TRANSFER PAYMENT,40,EUR,3568.0,General
2025-08-04,POS / SNEAKERS,51,GBP,5360.1,Shopping
2025-03-31,DUNKIN PAYMENT,41,GBP,4309.1,Food
2025-05-30,SPA PAYMENT,74,USD,6179.0,General
2024-02-12,ATM WITHDRAWAL PAYMENT,8252,JPY,4538.6,General
2025-03-11,ACT FIBERNET PAYMENT,779,INR,779,Utilities
2025-06-01,LYFT PAYMENT,132,EUR,11774.4,Transport
2024-02-16,LPG PAYMENT,2196,INR,2196,Utilities
2025-04-29,CASH PAYMENT,4810,INR,4810,General
2025-11-30,CASH PAYMENT,5192,JPY,2855.6,General
2025-08-05,HAIRCUT STORE,127,USD,10604.5,General
2024-11-03,STEAM PAYMENT,111,GBP,11666.1,Entertainment
2024-06-07,INOX PAYMENT,127,USD,10604.5,Entertainment
2025-05-07,SWIGGY PAYMENT,2499,INR,2499,Food
2024-02-08,BROADBAND PAYMENT,42,USD,3507.0,Utilities
2025-04-02,PUMA PAYMENT,134,EUR,11952.8,Shopping
2025-08-26,SAMSUNG PAYMENT,96,EUR,8563.2,Shopping
2024-07-29,SALON PAYMENT,477,INR,477,General
2024-01-02,HOSPITAL PAYMENT,134,EUR,11952.8,Health
2025-07-16,POST OFFICE PAYMENT,3430,INR,3430,General
2025-10-08,TOLL PAYMENT,75,EUR,6690.0,Transport
2025-10-11,STEAM PAYMENT,2195,INR,2195,Entertainment
2025-11-28,WWW.GOLD'S GYM.COM,3318,JPY,1824.9,Health
2025-08-14,UPI-METRO CARD-6243,4187,INR,4187,Transport
2025-04-28,TOLL PAYMENT,43,USD,3590.5,Transport
2025-07-13,CASH PAYMENT,107,USD,8934.5,General
2024-11-27,ONEPLUS PAYMENT,66,USD,5511.0,Shopping
2024-10-03,POS / BUS TICKET,55,GBP,5780.5,Transport
2025-07-23,TRANSFER PAYMENT,144,USD,12024.0,General
2024-01-18,SEND MONEY STORE,941,INR,941,General
2025-08-30,SUBWAY PAYMENT,1527,JPY,839.85,Food
2024-11-05,POS / XEROX,2020,JPY,1111.0,General
2024-01-01,WWW.WIFI.COM,20,GBP,2102.0,Utilities
2024-12-17,GAME PAYMENT,2512,JPY,1381.6,Entertainment
2025-08-17,CAB PAYMENT,61,EUR,5441.2,Transport
2025-01-04,AIR INDIA PAYMENT,50,GBP,5255.0,Transport
2025-02-28,UPI PAYMENT,138,GBP,14503.8,General
2025-08-12,GOLD'S GYM PAYMENT,46,GBP,4834.6,Health
2025-10-01,CASH STORE,8881,JPY,4884.55,General
2025-04-02,AIR INDIA PAYMENT,133,GBP,13978.3,Transport
2024-03-26,CHARITY PAYMENT,2036,INR,2036,General
2025-04-11,CLINIC PAYMENT,691,INR,691,Health
2025-11-19,LPG PAYMENT,100,EUR,8920.0,Utilities
2025-10-24,ZARA PAYMENT,76,EUR,6779.2,Shopping
2025-02-23,POS / SUBWAY,32,USD,2672.0,Food
2024-08-15,MAINTENANCE STORE,80,GBP,8408.0,Utilities
2025-10-12,UBER PAYMENT,4176,INR,4176,Transport
2024-04-14,LYFT PAYMENT,64,USD,5344.0,Transport
2025-01-03,BAKERY PAYMENT,48,EUR,4281.6,Food
2024-03-05,DIESEL PAYMENT,2783,INR,2783,Transport
2024-07-25,PETROL PAYMENT,95,EUR,8474.0,Transport
2024-11-04,IPL MATCH PAYMENT,71,GBP,7462.1,Entertainment
2024-05-22,LAB TEST PAYMENT,150,GBP,15765.0,Health
2024-02-12,AIRTEL BILL PAYMENT,9900,JPY,5445.0,Utilities
2025-10-02,CLINIC PAYMENT,9,EUR,802.8,Health
2025-03-11,UPI-ZOMATO-8480,12,USD,1002.0,Food
2025-05-09,NETMEDS PAYMENT,109,USD,9101.5,Health
2024-04-02,MYNTRA PAYMENT,279,INR,279,Shopping
2024-08-24,1MG PAYMENT,105,EUR,9366.0,Health
2024-06-19,TACO BELL PAYMENT,82,USD,6847.0,Food
2025-08-03,MEDICINE PAYMENT,73,USD,6095.5,Health
2024-08-02,FLIGHT PAYMENT,57,GBP,5990.7,Transport
2024-05-06,SHOES PAYMENT,109,USD,9101.5,Shopping
2024-07-09,BURGER KING PAYMENT,124,GBP,13032.4,Food
2024-12-06,POS / PREPAID RECHARGE,3439,INR,3439,Utilities
2024-02-26,SHELL STATION PAYMENT,4258,JPY,2341.9,Transport
2025-06-07,UBER PAYMENT,762,INR,762,Transport
2024-01-27,NIKE PAYMENT,49,EUR,4370.8,Shopping
2025-01-14,SPOTIFY PAYMENT,3062,INR,3062,Entertainment
2025-06-20,UPI-PHARMACY-5077,13,USD,1085.5,Health
2024-01-12,WWW.TAXI.COM,143,USD,11940.5,Transport
2025-09-28,LAB TEST PAYMENT,1382,INR,1382,Health
2024-03-05,MALL PAYMENT,89,EUR,7938.8,Shopping
2025-12-07,RENT PAYMENT,2802,INR,2802,Utilities
2024-12-20,STATIONERY PAYMENT,94,GBP,9879.4,General
2025-05-17,POS / APPLE MUSIC,8038,JPY,4420.9,Entertainment
2024-09-27,POS / SHIRT,693,JPY,381.15,Shopping
2025-04-12,LAB TEST PAYMENT,45,GBP,4729.5,Health
2025-08-24,EMIRATES PAYMENT,7939,JPY,4366.45,Transport
2025-08-23,POST OFFICE PAYMENT,145,EUR,12934.0,General
2024-08-07,UPI-DOMINOS-4108,68,GBP,7146.8,Food
2024-07-29,INDIGO PAYMENT,1879,JPY,1033.45,Transport
2025-09-18,RESTAURANT PAYMENT,63,GBP,6621.3,Food
2024-08-12,WWW.EVENT.COM,62,GBP,6516.2,Entertainment
2025-06-14,POST OFFICE PAYMENT,141,EUR,12577.2,General
2025-11-04,UPI-HAIRCUT-7840,2943,INR,2943,General
2024-06-20,WWW.TACO BELL.COM,40,GBP,4204.0,Food
2024-03-24,SUPERMARKET PAYMENT,3664,INR,3664,Food
2024-08-27,ELECTRICITY BILL PAYMENT,132,USD,11022.0,Utilities
2024-08-16,TACO BELL PAYMENT,144,GBP,15134.4,Food
2024-10-16,POS / INTERNET,19,EUR,1694.8,Utilities
2025-12-16,XEROX PAYMENT,4355,JPY,2395.25,General
2025-09-24,RAILWAY PAYMENT,120,GBP,12612.0,Transport
2024-11-05,WATER BILL PAYMENT,2180,INR,2180,Utilities
2025-09-09,WATER BILL PAYMENT,1064,JPY,585.2,Utilities
2024-03-15,CHARITY PAYMENT,1714,JPY,942.7,General
2025-08-17,CHARITY PAYMENT,1772,INR,1772,General
2024-04-29,UPI-GOLD'S GYM-9751,147,EUR,13112.4,Health
2025-07-03,ONEPLUS PAYMENT,2747,INR,2747,Shopping
2025-05-16,PUMA PAYMENT,4154,INR,4154,Shopping
2025-04-02,MOBILE RECHARGE PAYMENT,4878,JPY,2682.9,Utilities
2024-03-08,UPI-PARKING-9709,40,EUR,3568.0,Transport
2025-07-19,METRO CARD PAYMENT,79,USD,6596.5,Transport
2024-06-29,1MG PAYMENT,149,GBP,15659.9,Health
2024-03-14,PARKING PAYMENT,67,USD,5594.5,Transport
2024-08-18,MALL PAYMENT,147,USD,12274.5,Shopping
2025-05-09,ADIDAS PAYMENT,4687,JPY,2577.85,Shopping
2025-10-30,CONSULTATION PAYMENT,961,INR,961,Health
2025-06-02,BLOOD TEST PAYMENT,34,USD,2839.0,Health
2025-06-28,NETMEDS PAYMENT,145,GBP,15239.5,Health
2024-06-23,BISTRO PAYMENT,3823,INR,3823,Food
2025-05-01,GAS CYLINDER PAYMENT,148,EUR,13201.6,Utilities
2024-08-12,FLIPKART PAYMENT,83,EUR,7403.6,Shopping
2025-02-14,GIFT PAYMENT,53,USD,4425.5,General
2025-08-17,CLOTHES PAYMENT,23,USD,1920.5,Shopping
2024-10-17,TOLL PAYMENT,4956,JPY,2725.8,Transport
2025-04-06,RAILWAY PAYMENT,9115,JPY,5013.25,Transport
2024-11-04,APPLE STORE PAYMENT,114,GBP,11981.4,Shopping
2024-06-23,WWW.PARKING.COM,4819,JPY,2650.45,Transport
2024-01-02,NETFLIX PAYMENT,4263,JPY,2344.65,Entertainment
2025-12-03,TAXI PAYMENT,91,EUR,8117.2,Transport
2025-07-21,WATER BILL PAYMENT,46,GBP,4834.6,Utilities
2024-10-02,STEAM PAYMENT,49,USD,4091.5,Entertainment
2024-09-17,UPI-TRAIN TICKET-7793,633,INR,633,Transport
2024-07-01,UPI-BISTRO-5062,2809,INR,2809,Food
2025-12-03,TABLETS PAYMENT,15,USD,1252.5,Health
2024-06-21,LAB TEST STORE,1294,INR,1294,Health
2025-08-22,BAKERY STORE,2354,INR,2354,Food
2024-01-08,CAPPUCCINO PAYMENT,937,INR,937,Food
2025-11-20,CAB PAYMENT,1224,JPY,673.2,Transport
2025-12-12,PETROL PAYMENT,6686,JPY,3677.3,Transport
2025-05-11,COURIER PAYMENT,93,USD,7765.5,General
2025-02-06,H&M PAYMENT,51,USD,4258.5,Shopping
2025-09-18,POS / CONCERT,1337,JPY,735.35,Entertainment
2025-02-02,MOVIE PAYMENT,55,USD,4592.5,Entertainment
2024-02-27,UPI-POSTPAID BILL-3693,110,USD,9185.0,Utilities
2024-03-08,UPI-WIFI-2554,2093,INR,2093,Utilities
2024-12-27,POSTPAID BILL PAYMENT,143,GBP,15029.3,Utilities
2025-09-18,WWW.RENT.COM,4976,JPY,2736.8,Utilities
2024-10-11,DECATHLON PAYMENT,94,GBP,9879.4,Shopping
2025-07-07,CAPPUCCINO PAYMENT,149,USD,12441.5,Food
2025-06-24,STEAM PAYMENT,1893,INR,1893,Entertainment
2025-01-22,INDIGO PAYMENT,131,GBP,13768.1,Transport
2025-02-10,YOUTUBE PREMIUM PAYMENT,22,GBP,2312.2,Entertainment
2024-02-13,UBER PAYMENT,620,INR,620,Transport
2025-02-12,YOUTUBE PREMIUM PAYMENT,16,EUR,1427.2,Entertainment
2025-04-17,NETFLIX STORE,54,GBP,5675.4,Entertainment
2025-11-11,RENT PAYMENT,43,EUR,3835.6,Utilities
2024-05-20,SHIRT PAYMENT,2106,JPY,1158.3,Shopping
2024-12-25,ACT FIBERNET PAYMENT,9256,JPY,5090.8,Utilities
2024-08-17,SUPERMARKET PAYMENT,106,GBP,11140.6,Food
2024-10-19,COURIER PAYMENT,4311,INR,4311,General
2024-03-26,NETFLIX PAYMENT,83,EUR,7403.6,Entertainment
2024-06-06,STATIONERY PAYMENT,88,GBP,9248.8,General
2025-01-26,DTH PAYMENT,110,USD,9185.0,Utilities
2024-02-28,CONSULTATION PAYMENT,108,EUR,9633.6,Health
2025-09-01,DONATION PAYMENT,68,EUR,6065.6,General
2025-12-02,POST OFFICE PAYMENT,141,USD,11773.5,General
2025-08-30,GAME PAYMENT,6575,JPY,3616.25,Entertainment
2025-02-25,XBOX PAYMENT,990,INR,990,Entertainment
2024-05-06,POS / SPOTIFY,947,JPY,520.85,Entertainment
2025-10-18,MOVIE PAYMENT,6,USD,501.0,Entertainment
2024-07-04,MALL PAYMENT,702,JPY,386.1,Shopping
2024-03-12,DENTIST PAYMENT,587,INR,587,Health
2025-08-31,SPA PAYMENT,8626,JPY,4744.3,General
2024-03-08,COURIER PAYMENT,27,GBP,2837.7,General
2025-02-12,WATER BILL PAYMENT,306,INR,306,Utilities
2024-05-06,NETFLIX PAYMENT,143,GBP,15029.3,Entertainment
2024-11-10,UPI-RENT-2393,6,EUR,535.2,Utilities
2024-11-07,WWW.DISNEY+.COM,8134,JPY,4473.7,Entertainment
2025-11-25,WWW.INDIGO.COM,34,EUR,3032.8,Transport
2025-12-07,VEGETABLES STORE,29,GBP,3047.9,Food
2024-01-10,UPI-GOLD'S GYM-4147,2824,INR,2824,Health
2024-11-20,POS / MEDICINE,99,USD,8266.5,Health
2025-06-22,SWIGGY PAYMENT,10000,JPY,5500.0,Food
2025-11-13,LATTE PAYMENT,39,GBP,4098.9,Food
2024-01-25,MAINTENANCE PAYMENT,114,USD,9519.0,Utilities
2024-06-02,BISTRO PAYMENT,75,GBP,7882.5,Food
2025-05-13,DOMINOS PAYMENT,87,GBP,9143.7,Food
2024-04-26,BLOOD TEST PAYMENT,865,JPY,475.75,Health
2024-01-13,CAB PAYMENT,8477,JPY,4662.35,Transport
2024-06-18,EMIRATES PAYMENT,45,EUR,4014.0,Transport
2024-04-04,CRICKET PAYMENT,1685,JPY,926.75,Entertainment
2024-02-29,LATTE PAYMENT,47,GBP,4939.7,Food
2025-10-28,BAKERY PAYMENT,115,USD,9602.5,Food
2024-03-13,WWW.AIRTEL BILL.COM,3971,INR,3971,Utilities
2025-07-07,ZARA PAYMENT,1027,INR,1027,Shopping
2024-06-23,MEDICINE PAYMENT,70,USD,5845.0,Health
2024-01-18,COURIER PAYMENT,48,GBP,5044.8,General
2025-08-24,BUS TICKET PAYMENT,110,EUR,9812.0,Transport
2025-08-12,CLINIC PAYMENT,137,GBP,14398.7,Health
2025-01-12,SEND MONEY STORE,5,EUR,446.0,General
2025-11-03,DONATION PAYMENT,12,EUR,1070.4,General
2024-02-04,RESTAURANT PAYMENT,96,EUR,8563.2,Food
2024-05-16,STATIONERY PAYMENT,4835,JPY,2659.25,General
2025-02-11,INTERNET PAYMENT,56,GBP,5885.6,Utilities
2025-02-26,STATIONERY PAYMENT,4900,INR,4900,General
2025-04-10,CLOTHES PAYMENT,4017,INR,4017,Shopping
2024-06-10,CONCERT PAYMENT,117,GBP,12296.7,Entertainment
2024-09-28,POST OFFICE PAYMENT,121,GBP,12717.1,General
2025-06-25,METRO CARD PAYMENT,50,GBP,5255.0,Transport
2024-09-21,UPI-POST OFFICE-3126,68,EUR,6065.6,General
2025-05-14,DTH PAYMENT,49,USD,4091.5,Utilities
2025-04-25,DOMINOS PAYMENT,1359,JPY,747.45,Food
2025-10-14,DTH PAYMENT,134,EUR,11952.8,Utilities
2024-11-23,PIZZA PAYMENT,97,GBP,10194.7,Food
2024-06-26,SNACKS PAYMENT,54,GBP,5675.4,Food
2025-06-18,POS / PLAYSTATION,129,GBP,13557.9,Entertainment
2024-08-19,POS / SAMSUNG,4551,INR,4551,Shopping
2025-04-05,INSURANCE PREMIUM PAYMENT,120,EUR,10704.0,Health
2024-08-20,POST OFFICE PAYMENT,922,JPY,507.1,General
2025-11-18,WIFI STORE,30,GBP,3153.0,Utilities
2024-10-14,POS / RAILWAY,49,GBP,5149.9,Transport
2024-05-02,JIO FIBER PAYMENT,4759,INR,4759,Utilities
2025-07-06,CONSULTATION PAYMENT,4024,INR,4024,Health
2025-11-18,PLAYSTATION PAYMENT,4930,INR,4930,Entertainment
2024-02-24,MEDICINE PAYMENT,84,USD,7014.0,Health
2024-05-28,PUMA PAYMENT,93,GBP,9774.3,Shopping
2025-09-11,CULT FIT PAYMENT,2351,INR,2351,Health
2025-05-27,ADIDAS PAYMENT,47,EUR,4192.4,Shopping
2024-01-10,UPI-TATA SKY-8560,1032,INR,1032,Utilities
2025-12-07,UNIQLO PAYMENT,6,USD,501.0,Shopping
2025-08-30,LPG PAYMENT,1932,JPY,1062.6,Utilities
2024-06-20,SAMSUNG PAYMENT,6,GBP,630.6,Shopping
2025-02-22,SALON PAYMENT,22,GBP,2312.2,General
2025-11-24,WWW.COFFEE.COM,109,GBP,11455.9,Food
2024-09-04,APPLE STORE PAYMENT,1044,JPY,574.2,Shopping
2024-05-08,PVR PAYMENT,6936,JPY,3814.8,Entertainment
2025-01-30,MEDICINE PAYMENT,147,EUR,13112.4,Health
2024-10-17,MAINTENANCE PAYMENT,80,GBP,8408.0,Utilities
2024-06-08,PLAYSTATION PAYMENT,1526,INR,1526,Entertainment
2024-03-18,LPG PAYMENT,96,USD,8016.0,Utilities
2024-12-10,OLA PAYMENT,110,USD,9185.0,Transport
2025-01-08,CULT FIT PAYMENT,57,GBP,5990.7,Health
2024-04-24,RAPIDO PAYMENT,19,GBP,1996.9,Transport
2024-12-05,BUS TICKET PAYMENT,1635,INR,1635,Transport
2025-06-01,LAB TEST PAYMENT,81,USD,6763.5,Health
2025-05-30,PVR PAYMENT,4466,INR,4466,Entertainment
2024-04-30,SEND MONEY PAYMENT,127,GBP,13347.7,General
2024-11-02,CAFE PAYMENT,133,EUR,11863.6,Food
2025-07-27,POS / TRANSFER,816,INR,816,General
2024-12-13,DISNEY+ PAYMENT,7961,JPY,4378.55,Entertainment
2024-12-16,APOLLO PHARMACY PAYMENT,17,GBP,1786.7,Health
2024-03-30,DENTIST PAYMENT,38,GBP,3993.8,Health
2025-05-31,DISNEY+ STORE,1176,INR,1176,Entertainment
2025-04-27,WWW.CAPPUCCINO.COM,149,EUR,13290.8,Food
2025-08-02,SPOTIFY PAYMENT,896,INR,896,Entertainment
2025-09-13,UPI-SHELL STATION-8609,27,USD,2254.5,Transport
2024-06-01,POS / ATM WITHDRAWAL,4065,INR,4065,General
2024-09-30,MALL PAYMENT,109,USD,9101.5,Shopping
2025-03-07,PREPAID RECHARGE PAYMENT,24,USD,2004.0,Utilities
2025-09-13,UPI-CAB-7420,1811,INR,1811,Transport
2024-12-10,MALL PAYMENT,117,EUR,10436.4,Shopping
2024-08-26,CHARITY PAYMENT,96,GBP,10089.6,General
2025-07-01,PREPAID RECHARGE PAYMENT,3142,JPY,1728.1,Utilities
2025-07-27,IPL MATCH PAYMENT,46,USD,3841.0,Entertainment
2025-06-27,CONSULTATION PAYMENT,9858,JPY,5421.9,Health
2025-04-19,POS / PREPAID RECHARGE,69,GBP,7251.9,Utilities
2025-02-17,CASH PAYMENT,36,EUR,3211.2,General
2024-01-21,APPLE STORE PAYMENT,1353,INR,1353,Shopping
2025-02-06,POS / COURIER,14,GBP,1471.4,General
2025-11-22,POS / GROCERY,98,GBP,10299.8,Food
2025-05-16,POWER BILL PAYMENT,4812,INR,4812,Utilities
2024-04-24,IPL MATCH STORE,3685,INR,3685,Entertainment
2024-04-29,NETFLIX PAYMENT,159,INR,159,Entertainment
2025-10-13,FLIPKART PAYMENT,4981,JPY,2739.55,Shopping
2025-11-28,POS / SPA,1817,JPY,999.35,General
2025-11-05,H&M PAYMENT,1740,INR,1740,Shopping
2025-01-27,POST OFFICE STORE,59,EUR,5262.8,General
2025-09-16,GAS CYLINDER PAYMENT,871,JPY,479.05,Utilities
2024-11-24,UPI STORE,68,USD,5678.0,General
2025-11-29,WWW.TABLETS.COM,149,USD,12441.5,Health
2024-10-02,CLINIC PAYMENT,66,USD,5511.0,Health
2024-08-02,STATIONERY STORE,37,EUR,3300.4,General
2024-04-06,APPLE STORE PAYMENT,87,USD,7264.5,Shopping
2025-07-30,LPG PAYMENT,148,GBP,15554.8,Utilities
2025-08-07,INDIGO PAYMENT,63,USD,5260.5,Transport
2025-02-25,UNIQLO PAYMENT,37,GBP,3888.7,Shopping
2025-01-01,UPI-CASH-3847,941,JPY,517.55,General
2024-08-18,WATER BILL PAYMENT,1140,INR,1140,Utilities
2025-01-09,POS / BURGER KING,1470,JPY,808.5,Food
2024-02-29,VEGETABLES PAYMENT,127,EUR,11328.4,Food
2024-05-03,MEDICINE PAYMENT,2598,JPY,1428.9,Health
